Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
5402;12th Current Literature – Here's What Germany Reads;12th Current Literature;German Language and Literature (German, Germanic Languages except English);Martin Luther University Halle-Wittenberg;Lutherstadt Wittenberg;German;B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5402/
4993;25th International Summer Academy Sans Souci 2023 | ISAS;ISAS 2023;German Language and Literature (German, Germanic Languages except English);University of Potsdam;Potsdam;German;B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4993/
4920;27th International Summer Academy;27th International Summer Academy;German Language Course (including Literature and Culture Studies);Martin Luther University Halle-Wittenberg;Lutherstadt Wittenberg;German;A2, B1, B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4920/
8289;50th Trier International Summer School: Germany and its Neighbouring Countries 2023;50th Trier International Summer School 2023;German Language Course (including Literature and Culture Studies);Trier University;Trier;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8289/
6324;5th International Winter Academy;5th International Winter Academy;German Language Course (including Literature and Culture Studies);Martin Luther University Halle-Wittenberg;Lutherstadt Wittenberg;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6324/
5573;6th Solar Winter School;6th Solar Winter School;Engineering in general;SRH Berlin University of Applied Sciences;Berlin;English;None;B2, C1;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5573/
4889;74th International Summer Course: Germany Today;International Summer Course;German Language Course (including Literature and Culture Studies);Kiel University;Kiel;German;B1, B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4889/
6297;:prime – Foundation Programme;:prime – Foundation Programme;None;University of Bremen;Bremen;German;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6297/
4341;Abbe School of Photonics – PhD/Doctoral Programme;Abbe School of Photonics – PhD/Doctoral Programme;Physics, Astronomy;Friedrich Schiller University Jena;Jena;English, German;None;None;Any time;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4341/
5160;Academic German Preparation Course Munich: Intensive Courses at the International University Munich;Academic German Preparation Course Munich;None;Internationale Hochschule SDI München/International University SDI München;München;German;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5160/
8412;Academic German Year 2023/2024;Academic German Year 2023/2024;German as an Academic Language;University of Passau;Passau;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8412/
4960;Academic Life in Leipzig – Autumn Language Course for International Researchers, Doctoral Candidates, and Students;Academic Life in Leipzig – Autumn Language Course;German Language Course (including Literature and Culture Studies);Leipzig University;Leipzig;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4960/
6214;ACCESS² Preparation Year;ACCESS² Preparation Year;None;Heilbronn University of Applied Sciences;Heilbronn;German, English;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6214/
4479;Accounting & Finance (MSc);Accounting & Finance (MSc);Business and Economics;University of Tübingen;Tübingen;German, English;None;None;Winter semester;3 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4479/
5514;Accounting and Controlling (now: FACT);Accounting and Controlling (now: FACT);Business and Economics;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5514/
4722;Actuarial and Financial Mathematics;Actuarial and Financial Mathematics;Mathematics;RPTU University of Kaiserslautern-Landau;Kaiserslautern;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4722/
8567;Adentrándose a Alemania: Idioma, Cultura y Derechos Humanos;Adentrándose a Alemania: Idioma, Cultura y Derechos Humanos;Regional Studies;Catholic University of Eichstätt-Ingolstadt;Ingolstadt;Spanish, German;A1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8567/
4770;Advanced and Computational Mathematics – International Master's Programme;Advanced and Computational Mathematics;Mathematics;Chemnitz University of Technology;Chemnitz;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4770/
7065;Advanced Architecture — From Urban Design to Building Construction;Advanced Architecture;Architecture;Frankfurt University of Applied Sciences;Frankfurt am Main;English;None;None;Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7065/
6318;Advanced Computational Methods in Civil Engineering;Advanced Computational Methods in Civil Engineering;Civil Engineering;RWTH Aachen University;Aachen;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6318/
7938;Advanced Data Science With Python;Advanced Data Science With Python;Computer Science;Technische Universität Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7938/
4695;Advanced Functional Materials;Advanced Functional Materials;Chemistry;Chemnitz University of Technology;Chemnitz;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4695/
7612;Advanced Manufacturing;Advanced Manufacturing;Engineering in general;Chemnitz University of Technology;Chemnitz;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7612/
5403;Advanced Materials Analysis;Advanced Materials Analysis;Mining, Metallurgy;TU Bergakademie Freiberg;Freiberg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5403/
8299;Advanced Methods in Particle Physics;Advanced Methods in Particle Physics;Physics, Astronomy;TU Dortmund University;Dortmund;English;None;None;Winter semester;4 semesters;965;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8299/
7211;Advanced Quantum Physics (MSc);Advanced Quantum Physics (MSc);Physics, Astronomy;University of Tübingen;Tübingen;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7211/
4661;Advanced Signal Processing and Communications Engineering MSc;Advanced Signal Processing and Communications Engineering;Electrical Engineering;FAU Erlangen-Nürnberg;Erlangen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4661/
7056;Advanced Spectroscopy in Chemistry (ASC);Advanced Spectroscopy in Chemistry (ASC);Chemistry;Leipzig University;Leipzig;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7056/
6217;Advertising & Brand Communication (BA);Advertising & Brand Communication (BA);Design;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6217/
6141;Aerospace (MSc);Aerospace (MSc);Engineering in general;Technical University Munich;Garching b. München;German, English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6141/
4044;African Verbal and Visual Arts: Languages, Literatures, Media and Art;African Verbal and Visual Arts;Other / Non-European Languages and Cultural Studies;University of Bayreuth;Bayreuth;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4044/
5443;African Verbal and Visual Arts: Languages, Literatures, Media and Art (BA);African Verbal and Visual Arts;Languages and Cultural Studies in general;University of Bayreuth;Bayreuth;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5443/
4229;Agribusiness BA;Agribusiness BA;Agriculture, Forestry and Nutritional Sciences in general;Rhine-Waal University of Applied Sciences;Kleve;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4229/
7602;Agricultural and Food Economics (AFECO);Agricultural and Food Economics (AFECO);Agriculture, Forestry and Nutritional Sciences in general;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7602/
6527;Agricultural Biosciences;Agricultural Biosciences;Agriculture, Forestry and Nutritional Sciences in general;Technical University Munich;Freising;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6527/
3723;Agricultural Economics (AgEcon);Agricultural Economics (AgEcon);Agriculture, Forestry and Nutritional Sciences in general;University of Hohenheim;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3723/
7600;Agricultural Sciences and Resource Management in the Tropics and Subtropics (ARTS);Agricultural Sciences & Resource Management in the (Sub-)Tropics;Agriculture, Forestry and Nutritional Sciences in general;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7600/
3788;Agricultural Sciences in the Tropics and Subtropics (AgriTropics);Agricultural Sciences in the Tropics and Subtropics;Agriculture, Forestry and Nutritional Sciences in general;University of Hohenheim;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3788/
8310;Agricultural, Food and Environmental Policy Analysis;Agricultural, Food and Environmental Policy Analysis;Agriculture, Forestry and Nutritional Sciences in general;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8310/
8543;Agriculture, Ecology & Societies (AGES);Agriculture, Ecology & Societies (AGES);Agriculture, Forestry and Nutritional Sciences in general;University of Kassel;Witzenhausen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8543/
7709;Agrobiotechnology;Agrobiotechnology;Agriculture, Forestry and Nutritional Sciences in general;Justus Liebig University Giessen;Gießen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7709/
3676;Air Quality Control, Solid Waste and Waste Water Process Engineering (WASTE);Air Quality Control, Solid Waste, Waste Water Process Engineering;Mechanical Engineering / Process Engineering;University of Stuttgart;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3676/
4764;Albrecht Mendelssohn Bartholdy Graduate School of Law;Albrecht Mendelssohn Bartholdy Graduate School of Law;Law;Universität Hamburg;Hamburg;German, English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4764/
6080;AMASE: Joint European Master's Programme in Advanced Materials Science and Engineering;Advanced Materials Science and Engineering (AMASE);Engineering in general;Saarland University;Saarbrücken;German, English, French, Spanish;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6080/
5332;American Studies (MA);American Studies (MA);English Studies, American Studies;University of Tübingen;Tübingen;English;None;None;Winter semester, Summer semester;4 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5332/
6266;AMIS Master – International Master's in Advanced Materials for Innovation & Sustainability;AMIS Master: Advanced Materials for Innovation and Sustainability;Engineering in general;Technical University of Darmstadt;Darmstadt;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6266/
3949;Analytical Instruments, Measurement and Sensor Technology (AIMS);Analytical Instruments, Measurement and Sensor Technology;Engineering in general;Coburg University of Applied Sciences and Arts;Coburg;English;None;None;Winter semester;4 semesters;3900;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3949/
4325;Anglophone Modernities in Literature and Culture;Anglophone Modernities in Literature and Culture;Languages and Cultural Studies in general;University of Potsdam;Potsdam;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4325/
6345;Animals in German Literature, Culture and Society;Animals in German Literature, Culture and Society;German Language Course (including Literature and Culture Studies);University of Bamberg;Bamberg;German;B1, B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6345/
4778;Anthropology and Sociology (Master of Arts);Anthropology and Sociology (Master of Arts);Social Science;University of Konstanz;Konstanz;German, English;None;None;Winter semester, Summer semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4778/
6223;Anthropology of the Americas;Anthropology of the Americas;Other / Non-European Languages and Cultural Studies;University of Bonn;Bonn;English, Spanish;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6223/
3791;Applied & Environmental Geoscience (AEG);Applied & Environmental Geoscience (AEG);Earth Sciences (excluding Geography);University of Tübingen;Tübingen;English;None;None;Winter semester;4 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3791/
7666;Applied Artificial Intelligence (AAI);Applied Artificial Intelligence;Computer Science;Rosenheim Technical University of Applied Sciences;Rosenheim;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7666/
7251;Applied Biotechnology;Applied Biotechnology;Mathematics, Natural Sciences in general;Ansbach University of Applied Sciences;Ansbach;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7251/
3981;Applied Computer Science (MSc);Applied Computer Science (MSc);Computer Science;SRH University Heidelberg;Heidelberg;English;None;None;Winter semester, Summer semester;4 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3981/
4700;Applied Computer Science (MSc);Applied Computer Science (MSc);Computer Science;University of Göttingen;Göttingen;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4700/
5551;Applied Computer Science (MSc);Applied Computer Science (MSc);Computer Science;Schmalkalden University of Applied Sciences;Schmalkalden;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5551/
7016;Applied Cultural and Translation Studies (German-Polish);Applied Cultural and Translation Studies (German-Polish);Languages and Cultural Studies in general;University of Potsdam;Potsdam;German, Other teaching language;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7016/
7641;Applied Data Science (MSc);Applied Data Science (MSc);Computer Science;University of Göttingen;Göttingen;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7641/
4886;Applied Data Science and Analytics (MSc);Applied Data Science and Analytics (MSc);Computer Science;SRH University Heidelberg;Heidelberg;English;None;None;Winter semester, Summer semester;4 semesters;4740;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4886/
3956;Applied Economics;Applied Economics;Business and Economics;University of Wuppertal;Wuppertal;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3956/
7661;Applied Geosciences;Applied Geosciences;Earth Sciences (excluding Geography);University of Bremen;Bremen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7661/
6917;Applied Geosciences – Applied Mineralogy and Crystallography (AMC);MSc Applied Geosciences – AMC;Earth Sciences (excluding Geography);RWTH Aachen University;Aachen;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6917/
7847;Applied Geosciences: Sustainable Energy, Resources & Storage (ERS);Applied Geosciences: Sustainable Energy, Resources & Storage;Earth Sciences (excluding Geography);Karlsruhe Institute of Technology;Karlsruhe;English;None;None;Winter semester, Summer semester;4 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7847/
7259;Applied Intercultural Linguistics;Applied Intercultural Linguistics;Languages and Cultural Studies in general;University of Hildesheim Foundation;Hildesheim;German, English, French, Russian, Spanish;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7259/
7795;Applied IT Security;Applied IT Security;Computer Science;Ruhr-Universität Bochum;Bochum;English;None;None;Winter semester, Summer semester;6 semesters;2900;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7795/
6194;Applied Life Sciences;Applied Life Sciences;Mathematics, Natural Sciences in general;Hochschule Emden/Leer - University of Applied Sciences;Emden;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6194/
7731;Applied Linguistics;Applied Linguistics;English Studies, American Studies;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7731/
4725;Applied Mathematics;Applied Mathematics;Mathematics;Mittweida University of Applied Sciences;Mittweida;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4725/
4417;Applied Mathematics for Network and Data Sciences;Applied Mathematics for Network and Data Sciences;Mathematics;Mittweida University of Applied Sciences;Mittweida;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4417/
7801;Applied Mechatronic Systems (BEng);Applied Mechatronic Systems (BEng);Mechanical Engineering / Process Engineering;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7801/
4688;Applied Natural Sciences (MSc);Applied Natural Sciences (MSc);Mathematics, Natural Sciences in general;University of Koblenz;Koblenz;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4688/
6236;Applied Research in Computer Science (MSc);Applied Research in Computer Science (MSc);Computer Science;Hof University of Applied Sciences;Hof;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6236/
8447;Applied Sustainability Management (MSc), full-time;Applied Sustainability Management (MSc);Business and Economics;SRH University of Applied Sciences in North Rhine-Westphalia;Hamm;English;None;None;Winter semester, Summer semester;3 semesters;3540;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8447/
7741;Arabic Studies / Islamic Studies (MA);Arabic Studies / Islamic Studies (MA);Other / Non-European Languages and Cultural Studies;University of Göttingen;Göttingen;English, Other teaching language;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7741/
4611;Archaeological Sciences & Human Evolution (MSc);Archaeological Sciences & Human Evolution (MSc);Earth Sciences (excluding Geography);University of Tübingen;Tübingen;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4611/
4346;Architectural and Cultural Heritage;Architectural and Cultural Heritage;Architecture;Anhalt University of Applied Sciences;Dessau-Roßlau;English;None;None;Winter semester, Summer semester;4 semesters;750;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4346/
4905;Architecture in Berlin;Architecture in Berlin;Architecture;Freie Universität Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4905/
7730;Architecture – Design for the Built Environment (MA);Architecture – Design for the Built Environment (MA);Architecture;SRH University Heidelberg;Heidelberg;English;None;None;Summer semester;3 semesters;4140;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7730/
8322;Artificial Intelligence;Artificial Intelligence;Computer Science;Brandenburg University of Technology Cottbus-Senftenberg;Cottbus;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8322/
7657;Artificial Intelligence (AI), MSc;Artificial Intelligence (AI), MSc;Computer Science;FAU Erlangen-Nürnberg;Erlangen;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7657/
7852;Artificial Intelligence (MSc);Artificial Intelligence (MSc);Computer Science;Technical University of Applied Sciences Würzburg-Schweinfurt (THWS);Würzburg;English;None;None;Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7852/
6937;Artificial Intelligence and Data Science;Artificial Intelligence and Data Science;Computer Science;Heinrich Heine University Düsseldorf;Düsseldorf;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6937/
8518;Artificial Intelligence and Robotics (MSc);Artificial Intelligence and Robotics (MSc);Computer Science;Hof University of Applied Sciences;Hof;English;None;None;Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8518/
7703;Artificial Intelligence – International (BSc), full-time;Artificial Intelligence – International;Engineering in general;Ostbayerische Technische Hochschule Amberg-Weiden (OTH);Amberg;English, German;None;None;Summer semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7703/
5242;Arts and Cultural Management (MA);Arts and Cultural Management (MA);Languages and Cultural Studies in general;Leuphana University Lüneburg;Lüneburg;English;None;None;Winter semester;3 semesters, 4 semesters;2,428;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5242/
4748;Astro and Particle Physics (MSc);Astro and Particle Physics (MSc);Physics, Astronomy;University of Tübingen;Tübingen;English;None;None;Winter semester, Summer semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4748/
3843;Astrophysics;Astrophysics;Physics, Astronomy;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3843/
4693;Astrophysics;Astrophysics;Physics, Astronomy;University of Potsdam;Potsdam;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4693/
5631;Atherosclerosis - Mechanisms and Networks of Novel Therapeutic Targets (CRC1123);Focus on Atherosclerosis - CRC1123;Medicine in general;Ludwig-Maximilians-Universität München;München;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5631/
6219;Audio Design (BA);Audio Design (BA);Music, Musicology;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6219/
5057;Augsburg Summer Programme on European and International Economic Law;Augsburg Programme on European & International Economic Law;Law;University of Augsburg;Augsburg;English;None;B2, C1, C2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5057/
4818;Automation & Control (A&C);Automation & Control (A&C);Electrical Engineering;RPTU University of Kaiserslautern-Landau;Kaiserslautern;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4818/
3961;Automation & IT (Master of Engineering);Automation & IT (MEng);Engineering in general;TH Köln (University of Applied Sciences);Köln;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3961/
6154;Automation and Safety;Automation and Safety;Engineering in general;University of Duisburg-Essen;Duisburg;German, English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6154/
5001;Automation and Simulation | Summer School;Automation and Simulation | Summer School;Mechanical Engineering / Process Engineering;RWTH Aachen University;Aachen;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5001/
3618;Automation Technology and Industrial Internet of Things (BSc Electrical Engineering);Electrical Engineering – Automation and Industrial IoT;Electrical Engineering;Hochschule Mannheim - University of Applied Sciences;Mannheim;English, German;None;None;Winter semester;7 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3618/
5254;Automotive Engineering and Future Mobility | Summer School;Automotive Engineering and Future Mobility | Summer School;Mechanical Engineering / Process Engineering;RWTH Aachen University;Aachen;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5254/
4122;Automotive Software Engineering;Automotive Software Engineering;Computer Science;Chemnitz University of Technology;Chemnitz;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4122/
5423;Automotive Systems;Automotive Systems;Engineering in general;Esslingen University of Applied Sciences;Esslingen am Neckar;English;None;None;Winter semester;3 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5423/
3799;Autonomous Systems (MSc);Autonomous Systems (MSc);Computer Science;Hochschule Bonn-Rhein-Sieg;Sankt Augustin;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3799/
6920;Autonomous Vehicle Engineering;Autonomous Vehicle Engineering;Electrical Engineering;Technische Hochschule Ingolstadt;Ingolstadt;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6920/
4926;Autumn Course: Communication in Everyday and Academic Life;Autumn Course;German Language Course (including Literature and Culture Studies);University of Göttingen;Göttingen;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4926/
5660;BA Architecture;BA Architecture;Architecture;Berlin International University of Applied Sciences;Berlin;English;None;None;Winter semester;8 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5660/
5460;BA Business Administration | Human Resource Management & Leadership;Business Administration | Human Resource Management & Leadership;Business and Economics;Berlin International University of Applied Sciences;Berlin;English;None;None;Winter semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5460/
4538;BA Business Administration | International Management & Marketing;BA Business Administration | International Management & Marketing;Business and Economics;Berlin International University of Applied Sciences;Berlin;English;None;None;Winter semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4538/
5461;BA Data Science & Business;BA Data Science & Business;Business and Economics;Berlin International University of Applied Sciences;Berlin;English;None;None;Winter semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5461/
3887;BA European Cultures and Society (EUCS);BA European Cultures and Society (EUCS);Law, Economics and Social Sciences in general;Europa-Universität Flensburg;Flensburg;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3887/
4277;BA German Studies in Cultural Comparison;BA German Studies in Cultural Comparison;German Language and Literature (German, Germanic Languages except English);Heidelberg University;Heidelberg;German;None;None;Winter semester, Summer semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4277/
4557;BA Graphic Design & Visual Communication;BA Graphic Design & Visual Communication;Design;Berlin International University of Applied Sciences;Berlin;English;None;None;Winter semester;6 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4557/
4537;BA in Economics, Politics, and Social Thought;Economics, Politics, and Social Thought;Law, Economics and Social Sciences in general;Bard College Berlin, a Liberal Arts University;Berlin;English;None;None;Winter semester;8 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4537/
4535;BA in Humanities, the Arts, and Social Thought;BA in Humanities, the Arts, and Social Thought;Languages and Cultural Studies in general;Bard College Berlin, a Liberal Arts University;Berlin;English;None;None;Winter semester;8 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4535/
4546;BA in International Management;BA in International Management;Business and Economics;Technical University of Applied Sciences Würzburg-Schweinfurt (THWS);Würzburg;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4546/
