Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
3734;Environmental Governance (MEG);Environmental Governance (MEG);Law, Economics and Social Sciences in general;University of Freiburg;Freiburg im Breisgau;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3734/
4302;Environmental Pollution Management - Ecotoxicology;Environmental Pollution Management - Ecotoxicology;Mathematics, Natural Sciences in general;University of Koblenz;Landau in der Pfalz;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4302/
3787;Environmental Protection and Agricultural Food Production (EnviroFood);Environmental Protection and Agricultural Food Production;Agriculture, Forestry and Nutritional Sciences in general;University of Hohenheim;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3787/
4564;Environmental Science – Soil, Water and Biodiversity (EnvEuro);Environmental Science – Soil, Water and Biodiversity;Agriculture, Forestry and Nutritional Sciences in general;University of Hohenheim;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4564/
4548;Environmental Sciences (MSc);Environmental Sciences (MSc);Mathematics, Natural Sciences in general;University of Koblenz;Landau in der Pfalz;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4548/
8376;Environmental Technology (Specialisation in the International Bachelor of Engineering);Environmental Technology;Engineering in general;Rosenheim Technical University of Applied Sciences;Rosenheim;German, English;None;None;Summer semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8376/
6258;Environmental Toxicology;Environmental Toxicology;Biology;University of Duisburg-Essen;Essen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6258/
3707;Erasmus Mundus Joint Master's Degree Programme: Society, Politics & Culture in a Global Context – Euroculture;Society, Politics & Culture in a Global Context – Euroculture;Social Science;University of Göttingen;Göttingen;English;None;None;Winter semester;4 semesters, 5 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3707/
4327;ERASMUS Mundus Master's Programme EUROPHOTONICS (EMMC);ERASMUS Mundus Master's Programme EUROPHOTONICS (EMMC);Electrical Engineering;Karlsruhe Institute of Technology;Karlsruhe;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4327/
4105;Erasmus+ Joint Master's Degree Programme in Mechatronic and Micro-Mechatronic Systems EU4M;Joint Master's Degree in Mechatronic Engineering (EU4M);Engineering in general;Karlsruhe University of Applied Sciences;Karlsruhe;German, English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4105/
4589;ESB Business School: MBA International Management (Full-Time);ESB Business School: MBA International Management (Full-Time);Business and Economics;Reutlingen University;Reutlingen;English;None;None;Winter semester;2 semesters;5200;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4589/
5426;Esslingen MBA in International Industrial Management;The Esslingen MBA;Industrial Engineering;Esslingen University of Applied Sciences;Esslingen am Neckar;English;None;None;Winter semester;3 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5426/
6907;Ethics of Textual Cultures;Ethics of Textual Cultures;Languages and Cultural Studies in general;FAU Erlangen-Nürnberg;Erlangen;German, English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6907/
3680;Euro Hydroinformatics and Water Management;Euro Hydroinformatics and Water Management;Engineering in general;Brandenburg University of Technology Cottbus-Senftenberg;Cottbus;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3680/
3943;Euromasters – MA Contemporary European Studies;Euromasters – MA Contemporary European Studies;Social Science;Humboldt-Universität zu Berlin;Berlin;German, English, French, Italian;None;None;Winter semester;4 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3943/
4995;Europe, Migration, Refugees;Europe, Migration, Refugees;Political Science;Freie Universität Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4995/
4941;European Business and Economics Programme (EBEP);European Business and Economics Programme (EBEP);Business and Economics;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;B2, C1;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4941/
7665;European Business Management;European Business Management;Business and Economics;Technical University of Applied Sciences Wildau;Wildau;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7665/
3910;European Business Programme (EBP);European Business Programme (EBP);Business and Economics;Münster University of Applied Sciences;Münster;German, English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3910/
5353;European Constitutional Law: National Identities Between Unity and Plurality;European Constitutional Law: Between Unity and Plurality;Business and Economics;Humboldt-Universität zu Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5353/
8363;European Construction Management;European Construction Management;Engineering in general;htw saar - University of Applied Sciences;Saarbrücken;German, French;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8363/
4054;European Doctorate in Law & Economics (EDLE);European Doctorate in Law & Economics (EDLE);Law;Universität Hamburg;Hamburg;English;None;None;Winter semester;8 semesters;1800;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4054/
4184;European Economics (MSc) – Double Degree with Italy, England or France;European Economics (MSc) – Double Degree;Business and Economics;University of Tübingen;Tübingen;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4184/
7646;European Interdisciplinary Master in African Studies (EIMAS);European Interdisciplinary Master African Studies (EIMAS);Other / Non-European Languages and Cultural Studies;University of Bayreuth;Bayreuth;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7646/
3905;European Joint Master's Programme in English and American Studies;Joint Master's Programme in English and American Studies;English Studies, American Studies;University of Bamberg;Bamberg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3905/
3693;European Legal Informatics Study Programme (EULISP);European Legal Informatics Study Programme (EULISP);Law;Leibniz Universität Hannover;Hannover;English, German;None;None;Winter semester;2 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3693/
3692;European Legal Practice LLM Joint Degree (Master der Europäischen Rechtspraxis LLM Joint Degree);European Legal Practice LLM Joint Degree;Law, Economics and Social Sciences in general;Leibniz Universität Hannover;Hannover;German, English, 'Other teaching language', French;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3692/
6105;European Management (Master's Degree);European Management (Master's Degree);Business and Economics;Technical University of Applied Sciences Wildau;Wildau;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6105/
4428;European Management (MSc) – Double Degree with France, Italy or England;European Management (MSc) – Double Degree;Business and Economics;University of Tübingen;Tübingen;German, English, French, Italian;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4428/
4052;European Master in Classical Cultures (EMCC);European Master in Classical Cultures (EMCC);Classical Philology;University of Münster;Münster;German, French, Italian, Spanish, Other teaching language;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4052/
3640;European Master in Law & Economics (EMLE);European Master in Law & Economics (EMLE);Law;Universität Hamburg;Hamburg;English;None;None;Winter semester;2 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3640/
4582;European Master in Lexicography / Europäischer Master für Lexikographie;European Master in Lexicography;Languages and Cultural Studies in general;FAU Erlangen-Nürnberg;Erlangen;German, English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4582/
4091;European Master's in Business Studies (EMBS);European Master's in Business Studies (EMBS);Business and Economics;University of Kassel;Kassel;English;None;None;Winter semester;4 semesters;1250;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4091/
4131;European Master's in Embedded Computing Systems (EMECS);European Master's in Embedded Computing Systems (EMECS);Electrical Engineering;RPTU University of Kaiserslautern-Landau;Kaiserslautern;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4131/
5433;European Master's in Medical Technology and Healthcare Business (MSc);European Master's in Medical Technology and Healthcare Business;Medicine in general;Hamburg University of Applied Sciences;Hamburg;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5433/
3996;European Master's in Project Management (EuroMPM);European Master's in Project Management (EuroMPM);Business and Economics;Dortmund University of Applied Sciences and Arts;Dortmund;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3996/
8328;European Master's in Renewable Energy (EMRE);European Master's in Renewable Energy (EMRE);Mathematics, Natural Sciences in general;Carl von Ossietzky University of Oldenburg;Oldenburg;English;None;None;Winter semester;3 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8328/
3934;European Master's Programme in Language and Communication Technologies (LCT);Language and Communication Technologies (LCT);Computer Science;Saarland University;Saarbrücken;English;None;None;Winter semester;4 semesters;2125;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3934/
8481;European Mining Course (EMC);European Mining Course (EMC);Mining, Metallurgy;RWTH Aachen University;Aachen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8481/
8315;European Studies;European Studies;Social Science;Leipzig University;Leipzig;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8315/
4188;European Studies (BA);European Studies (BA);Political Science;Otto von Guericke University Magdeburg;Magdeburg;German, English, Other teaching language;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4188/
3986;European Studies (MA);European Studies (MA);Political Science;Otto von Guericke University Magdeburg;Magdeburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3986/
3679;European Urban Studies (EUS);European Urban Studies (EUS);Town and Country Planning;Bauhaus-Universität Weimar;Weimar;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3679/
4284;European-American Studies (MA);European-American Studies (MA);English Studies, American Studies;Universität Regensburg;Regensburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4284/
4608;Evolution and Ecology (MSc);Evolution and Ecology (MSc);Biology;University of Tübingen;Tübingen;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4608/
6144;Evolution and Ecology Research School Tübingen (EVEREST);Evolution and Ecology Research School Tübingen (EVEREST);Biology;University of Tübingen;Tübingen;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6144/
4033;Evolution, Ecology and Systematics (Master of Science);Evolution, Ecology and Systematics (MSc);Biology;Ludwig-Maximilians-Universität München;München;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4033/
4123;Executive Master of Public Administration (Executive MPA);Executive Master of Public Administration (Executive MPA);Public Administration;Hertie School;Berlin;English;None;None;Winter semester;2 semesters, 4 semesters;9125;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4123/
4431;Executive MBA;Executive MBA;Business and Economics;Technical University Munich;München;English;None;None;Winter semester, Summer semester;4 semesters;9750;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4431/
4135;Executive MBA (EMBA);Executive MBA (EMBA);Business and Economics;ESMT Berlin;Berlin;English;None;None;Winter semester;3 semesters;19833;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4135/
4542;Executive MBA (part-time);Executive MBA (part-time);Business and Economics;Frankfurt School of Finance & Management;Frankfurt am Main;English;None;None;Winter semester;3 semesters;16500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4542/
7074;Executive MBA General Management;Executive MBA General Management;Business and Economics;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;2 semesters;7500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7074/
4432;Executive MBA in Business & IT;Executive MBA in Business & IT;Business and Economics;Technical University Munich;München;English;None;None;Winter semester, Summer semester;4 semesters;9750;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4432/
4089;Executive MBA in Innovation & Business Creation;Executive MBA in Innovation & Business Creation;Business and Economics;Technical University Munich;Garching b. München;English;None;None;Winter semester;4 semesters;9750;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4089/
4677;Expanded Media;Expanded Media;Performing Arts, Film and Television, Drama;Darmstadt University of Applied Sciences;Dieburg;English;None;None;Winter semester, Summer semester;3 semesters, 4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4677/
6195;Expanded Realities (BA);Expanded Realities (BA);Design;Darmstadt University of Applied Sciences;Dieburg;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6195/
3925;Experimental Geosciences (MSc);Experimental Geosciences (MSc);Earth Sciences (excluding Geography);University of Bayreuth;Bayreuth;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3925/
5079;Explore Germany and Bavaria! Intensive German Language and Cultural Studies;Explore Germany and Bavaria! German Language and Cultural Studies;Languages and Cultural Studies in general;Catholic University of Eichstätt-Ingolstadt;Eichstätt;German;A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5079/
7193;eXtended Artificial Intelligence;eXtended Artificial Intelligence;Computer Science;Julius-Maximilians-Universität Würzburg;Würzburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7193/
5517;FACT – Finance, Accounting, Controlling and Taxation;FACT – Finance, Accounting, Controlling and Taxation;Business and Economics;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5517/
7804;Film & Motion Design (BA);Film & Motion Design (BA);Performing Arts, Film and Television, Drama;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7804/
7011;Film, Television and Digital Narratives (MA);Film, Television and Digital Narratives (MA);Performing Arts, Film and Television, Drama;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;4 semesters;5400;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7011/
7068;Finance & Management (BSc);Finance & Management (BSc);Business and Economics;International School of Management (ISM);Stuttgart;English;None;None;Winter semester, Summer semester;6 semesters;5380;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7068/
5262;Finance (MSc);Finance (MSc);Business and Economics;International School of Management (ISM);München;English;None;None;Winter semester;4 semesters;6280;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5262/
8410;Finance (MSc);Finance (MSc);Business and Economics;Schmalkalden University of Applied Sciences;Schmalkalden;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8410/
7650;Finance and Information Management (FIM);Finance and Information Management (FIM);Business and Economics;Technical University Munich;München;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7650/
3594;Financial Economics (FINEC);Financial Economics (FINEC);Business and Economics;Otto von Guericke University Magdeburg;Magdeburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3594/
5321;Financial Engineering;Financial Engineering;Mathematics, Natural Sciences in general;RPTU University of Kaiserslautern-Landau;Kaiserslautern;English;None;None;Winter semester;6 semesters;1990;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5321/
4552;Financial Engineering (MSc, Executive) at the HECTOR School;Financial Engineering (MSc, Executive);Business and Economics;Karlsruhe Institute of Technology;Karlsruhe;English;None;None;Winter semester;4 semesters;7500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4552/
4583;Financial Services Management;Financial Services Management;Business and Economics;Kaiserslautern University of Applied Sciences;Zweibrücken;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4583/
8277;Flood Risk Management;Flood Risk Management;Civil Engineering;RWTH Aachen University;Aachen;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8277/
5364;FOKUS Life Sciences;FOKUS Life Sciences;Biology;Julius-Maximilians-Universität Würzburg;Würzburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5364/
5338;FOKuS — Studienstart Deutsch | Preparatory Semester for International Prospective Students;FOKuS — Studienstart Deutsch;Preparatory Course for German Language Examinations;Ulm University;Ulm;German;B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5338/
4454;Food Biotechnology;Food Biotechnology;Mathematics, Natural Sciences in general;University of Hohenheim;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4454/
7749;Food Packaging Technology, Bachelor of Engineering (Bilingual);Food Packaging Technology, BEng (Bilingual);Agriculture, Food and Beverage Technology;Hochschule Hannover - University of Applied Sciences and Arts;Hannover;German, English;None;None;Winter semester, Summer semester;9 semesters or more;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7749/
6927;Food Quality and Safety;Food Quality and Safety;Agriculture, Forestry and Nutritional Sciences in general;University of Bayreuth;Kulmbach;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6927/
4456;Food Science and Engineering;Food Science and Engineering;Engineering in general;University of Hohenheim;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4456/
8387;Forecast Engineering: Virtualisation, Visualisation, and Validation of Urban and Structural Building Responses;Forecast Engineering;Civil Engineering;Bauhaus-Universität Weimar;Weimar;English;None;B1, B2, C1, C2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8387/
6505;Forest and Ecosystem Sciences (FES);Forest and Ecosystem Sciences (FES);Forestry, Wood Economics;University of Göttingen;Göttingen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6505/
3724;Forest Information Technology (FIT);Forest Information Technology (FIT);Computer Science;Eberswalde University for Sustainable Development;Eberswalde;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3724/
3931;Forest Sciences and Forest Ecology (PhD);Forest Sciences and Forest Ecology (PhD);Forestry, Wood Economics;University of Göttingen;Göttingen;German, English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3931/
5427;Forestry System Transformation;Forestry System Transformation;Agriculture, Forestry and Nutritional Sciences in general;Eberswalde University for Sustainable Development;Eberswalde;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5427/
5166;Foundation Year / Studienkolleg T, W, M Courses;Foundation Year / Studienkolleg T, W, M Courses;None;Otto von Guericke University Magdeburg;Magdeburg;German;None;None;None;None;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5166/
8311;Franco-German and International Management;Franco-German and International Management;Business and Economics;htw saar - University of Applied Sciences;Saarbrücken;German, English, French;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8311/
4508;Franco-German Bachelor of Arts / Licence in German and French Language, Literature and Culture Mainz-Dijon;Bachelor of Arts in German/French Language, Literature & Culture;Languages and Cultural Studies in general;Johannes Gutenberg University Mainz;Mainz;German, French;None;None;Winter semester, Summer semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4508/
4624;Franco-German Master of Arts in German Studies / Master Recherche Études Germaniques, Mainz-Dijon;Franco-German Master of Arts in German Studies;German Language and Literature (German, Germanic Languages except English);Johannes Gutenberg University Mainz;Mainz;German, French;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4624/
8306;Francophones Studies: Multiple Africas | Études Francophones: Afriques Multiples;Francophones Studies: Multiple Africas;Romance Languages;University of Bayreuth;Bayreuth;English, French, German;None;None;Winter semester;4 semesters, 8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8306/
8381;Free Your Painting!;Free Your Painting!;Art, Art Theory in general;Bauhaus-Universität Weimar;Weimar;English;None;B1, B2, C1, C2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8381/
5158;Freshman Programme of the FH Aachen;Freshman Programme of the FH Aachen;None;FH Aachen University of Applied Sciences;Geilenkirchen;German, English;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5158/
6525;Freshman Programme of the FH Aachen;Freshman Programme of the FH Aachen;None;FH Aachen University of Applied Sciences;Geilenkirchen;English;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6525/
6909;Freshman Programme of the FH Aachen;Freshman Programme of the FH Aachen;None;FH Aachen University of Applied Sciences;Geilenkirchen;German;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6909/
8555;From Embedded Sensors to Data Science (ESDS);From Embedded Sensors to Data Science (ESDS);Computer Science;Osnabrück University;Osnabrück;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8555/
3665;Full-Time Master of Business Administration (MBA);Full-Time MBA;Business and Economics;WHU - Otto Beisheim School of Management;Düsseldorf;English;None;None;Winter semester, Summer semester;2 semesters;20,25;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3665/
7108;Full-Time Master of Business Administration (MBA);Full-Time Master of Business Administration (MBA);Business and Economics;ESMT Berlin;Berlin;English;None;None;Other;2 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7108/
3651;Full-time Master's Programme in Management (MSc);Full-time Master's Programme in Management (MSc);Business and Economics;HHL Leipzig Graduate School of Management;Leipzig;English;None;None;Winter semester;4 semesters;8000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3651/
4536;Full-Time MBA;Full-Time MBA;Business and Economics;Frankfurt School of Finance & Management;Frankfurt am Main;English;None;None;Winter semester;2 semesters;21000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4536/
7123;Full-Time MBA Digitalisation & Industrial Change;Full-Time MBA Digitalisation & Industrial Change;Business and Economics;RWTH Aachen University;Aachen;English;None;None;Winter semester;3 semesters;10000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7123/
3653;Full-time MBA in General Management;Full-time MBA in General Management;Business and Economics;HHL Leipzig Graduate School of Management;Leipzig;English;None;None;Winter semester;3 semesters;13,166;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3653/
4650;Functional Materials MSc;Functional Materials MSc;Mathematics, Natural Sciences in general;Philipps-Universität Marburg;Marburg;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4650/
4247;Game Development and Research (Master of Arts);Game Development and Research (MA);Computer Science;TH Köln (University of Applied Sciences);Köln;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4247/
7937;Gaming for Virtual and Augmented Reality;Gaming for Virtual and Augmented Reality;Computer Science;Technische Universität Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7937/
4375;Gender and Diversity, BA;Gender and Diversity, BA;Social Science;Rhine-Waal University of Applied Sciences;Kleve;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4375/
5069;Genders and Diversities: Old Questions, Persisting Challenges, Future Opportunities;Genders and Diversities;Social Science;Freie Universität Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5069/
5133;General Business Bachelor's Exchange Semester;General Business Bachelor's Exchange Semester;Business and Economics;Deggendorf Institute of Technology;Deggendorf;English, German;A1, A2, B1, B2, C1;B1;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5133/
5058;General Engineering Bachelor's Exchange Semester;General Engineering Bachelor's Exchange Semester;Engineering in general;Deggendorf Institute of Technology;Deggendorf;English, German;A1, A2, B1, B2, C1;B1;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5058/
4729;General Management (MBA);General Management (MBA);Business and Economics;Hof University of Applied Sciences;Hof;English;None;None;Winter semester, Summer semester;4 semesters;3300;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4729/
7090;General Management (MBA);General Management (MBA);Business and Economics;International School of Management (ISM);München;English;None;None;Winter semester;3 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7090/
8304;General Management (MBA);General Management (MBA);Business and Economics;International School of Management (ISM);München;English;None;None;Summer semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8304/
4480;General Management (MSc);General Management (MSc);Business and Economics;University of Tübingen;Tübingen;German, English;None;None;Winter semester;3 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4480/
7221;Genome Based Systems Biology;Genome Based Systems Biology;Biology;Bielefeld University;Bielefeld;German, English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7221/
4562;Geodesy and Geoinformatics – Specialisation Geomatics;Geodesy and Geoinformatics;Surveying;Leibniz Universität Hannover;Hannover;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4562/
7030;Geodetic Engineering;Geodetic Engineering;Surveying;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7030/
4400;Geography (PhD);Geography (PhD);Geography;University of Göttingen;Göttingen;German, English;None;None;Winter semester, Summer semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4400/
4342;Geography of Environmental Risks and Human Security;Geography of Environmental Risks and Human Security;Geography;University of Bonn;Bonn;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4342/
3877;Geoinformatics and Spatial Data Science (MSc);Geoinformatics and Spatial Data Science (MSc);Computer Science;University of Münster;Münster;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3877/
